HostName;Description;Severity;Status;Occurrence_Time
djezzy-dc1-mm7;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;06/01/2020 12:19
djezzy-dc1-mm3;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;06/01/2020 12:19
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:19
rc51e00vm016a;SlaveBehindMaster >= 120 < 600;WARNING;OK;06/01/2020 12:19
djezzy-dc1-mm8;Free disk space is less than 20% on volume /var/opt/mediation/MMStorage;HIGH;OK;06/01/2020 12:19
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:19
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:18
rc51e00vm016d;Load Average Check;WARNING;OK;06/01/2020 12:18
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:18
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:18
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:18
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:18
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:18
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:18
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:18
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:18
10.96.16.7;Memory usage is greater than 70% on {HOST.NAME};AVERAGE;OK;06/01/2020 12:17
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
rc51e00vm016d;Load Average Check;WARNING;OK;06/01/2020 12:17
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:17
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
djezzy-dc1-FE-Server6;Connection to an external output system was broken on {HOST.HOST};WARNING;PROBLEM;06/01/2020 12:17
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:17
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
rc51e00vm016d;Max No of running queries on MariaDB - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:17
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:17
10.96.16.7;Memory usage is greater than 70% on {HOST.NAME};AVERAGE;OK;06/01/2020 12:16
rc51e00vm016d;Load Average Check;WARNING;OK;06/01/2020 12:16
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:16
rc51e00vm016d;Max No of running queries on MariaDB - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:16
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:16
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:16
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:16
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:16
rc51e00vm016d;Max No of running queries on MariaDB - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:16
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:16
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:15
rc51e00vm016d;Max No of running queries on MariaDB - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:15
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:15
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:15
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;06/01/2020 12:15
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:15
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;06/01/2020 12:15
djezzy-dc1-FE-Server10;Connection to an external output system was broken on {HOST.HOST};WARNING;PROBLEM;06/01/2020 12:15
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:15
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:15
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:15
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:14
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:14
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:14
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:14
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:14
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:14
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:13
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:13
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;06/01/2020 12:13
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:13
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:13
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:13
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:13
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:13
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:13
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:12
rc51e00vm016a;Payment stuck count is greater than 10;HIGH;OK;06/01/2020 12:12
rc51e00vm016a;Payment stuck count is greater than 15;DISASTER;OK;06/01/2020 12:12
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:12
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;06/01/2020 12:11
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:11
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:11
djezzy-dc1-FE-Server1;Connection to an external output system was broken on {HOST.HOST};WARNING;PROBLEM;06/01/2020 12:11
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:11
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:11
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:10
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;06/01/2020 12:10
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;06/01/2020 12:09
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:09
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:09
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:09
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;06/01/2020 12:09
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;06/01/2020 12:09
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:09
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:09
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:09
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:08
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:08
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 12:08
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:08
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:08
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:08
rc51e00vm016b;Ping loss is too high on {HOST.NAME};HIGH;OK;06/01/2020 12:07
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:07
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:07
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:07
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:07
m11sdp21a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;06/01/2020 12:06
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:06
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:06
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:06
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:06
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:06
rc51e00vm016b;Ping loss is too high on {HOST.NAME};HIGH;OK;06/01/2020 12:05
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:05
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:05
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:05
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;06/01/2020 12:05
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:05
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:05
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 12:04
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:04
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:04
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;06/01/2020 12:03
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:03
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:03
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;06/01/2020 12:03
KPIDB;KPI of MR005 Breached;HIGH;OK;06/01/2020 12:03
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:03
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:03
m11sdp21a;Output CDR 1;HIGH;OK;06/01/2020 12:02
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:02
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:02
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:02
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:02
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:02
m11sdp21a;Output CDR 1;HIGH;OK;06/01/2020 12:02
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:02
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:02
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;06/01/2020 12:01
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:01
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 12:01
djezzy-dc1-FE-Server10;Failed to decode received data on {HOST.HOST};WARNING;PROBLEM;06/01/2020 12:01
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:01
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:01
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:00
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:00
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:00
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:00
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:00
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 12:00
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 12:00
rc51e00vm002;Zabbix agent on {HOST.NAME} is unreachable for 5 minutes;HIGH;OK;06/01/2020 11:59
rc51e00vm016d;Load Average Check;WARNING;OK;06/01/2020 11:59
rc51e00vm016d;MariaDB Django Queries on - {HOST.NAME} has Reached {ITEM.VALUE};HIGH;OK;06/01/2020 11:59
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 11:59
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 11:59
m11sdp20a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;06/01/2020 11:59
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;06/01/2020 11:59
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;06/01/2020 11:59
djezzy-dc1-FE-Server7;Failed to collect a file from an external system on {HOST.HOST};WARNING;PROBLEM;06/01/2020 11:59
djezzy-dc1-FE-Server7;Connection to an external input system was broken on {HOST.HOST};WARNING;PROBLEM;06/01/2020 11:59
rc51e00vm016d;MariaDB Django Queries on - {HOST.NAME} has Reached {ITEM.VALUE};HIGH;OK;06/01/2020 11:59
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 11:59
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:59
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:58
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:58
;;;;
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 11:58
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 11:58
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 11:58
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;06/01/2020 11:58
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 11:58
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:58
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:58
10.96.16.7;Memory usage is greater than 70% on {HOST.NAME};AVERAGE;OK;06/01/2020 11:57
enh_core_db_1;Memory usage is greater than 70% on {HOST.NAME};AVERAGE;OK;06/01/2020 11:57
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:57
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 11:57
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;06/01/2020 11:57
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:57
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:57
10.96.16.7;Memory usage is greater than 70% on {HOST.NAME};AVERAGE;OK;06/01/2020 11:56
rc51e00vm016d;Load Average Check;WARNING;OK;06/01/2020 11:56
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:56
djezzy-dc1-FE-Server8;Failed to collect a file from an external system on {HOST.HOST};WARNING;PROBLEM;06/01/2020 11:55
djezzy-dc1-FE-Server8;Connection to an external input system was broken on {HOST.HOST};WARNING;PROBLEM;06/01/2020 11:55
rc51e00vm016d;Load Average Check;WARNING;OK;06/01/2020 11:55
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:55
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:55
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:55
djezzy-dc1-FE-Server2;Connection to an external output system was broken on {HOST.HOST};WARNING;PROBLEM;06/01/2020 11:55
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:55
rc51e00vm002;Zabbix agent on {HOST.NAME} is unreachable for 5 minutes;HIGH;OK;06/01/2020 11:55
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:54
djezzy-dc1-FE-Server9;Failed to collect a file from an external system on {HOST.HOST};WARNING;OK;06/01/2020 11:54
djezzy-dc1-FE-Server9;Connection to an external input system was broken on {HOST.HOST};WARNING;OK;06/01/2020 11:54
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:54
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:54
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:54
enh_core_db_1;Memory usage is greater than 70% on {HOST.NAME};AVERAGE;OK;06/01/2020 11:53
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:53
rc51e00vm016d;Load Average Check;WARNING;OK;06/01/2020 11:53
m8sdp22a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;06/01/2020 11:53
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:53
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:53
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:53
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:53
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:53
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:53
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:53
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 11:53
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:53
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:53
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;06/01/2020 11:53
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 11:52
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:52
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:52
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:52
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:52
KPIDB;KPI of MF011 Breached;HIGH;OK;06/01/2020 11:52
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:52
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:52
m8sdp22a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;06/01/2020 11:52
djezzy-dc1-OL-SERVER4;Transaction Failed on {HOST.HOST};INFORMATION;PROBLEM;06/01/2020 11:51
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;06/01/2020 11:51
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:51
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:51
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;06/01/2020 11:51
djezzy-dc1-FE-Server1;Failed to collect a file from an external system on {HOST.HOST};WARNING;PROBLEM;06/01/2020 11:51
djezzy-dc1-FE-Server1;Connection to an external input system was broken on {HOST.HOST};WARNING;PROBLEM;06/01/2020 11:51
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:51
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;06/01/2020 11:51
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:51
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:51
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:51
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:50
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:50
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:50
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:50
;;;;
enhIntWS2;"SNOC Log Monitoring - MongoException Error on {HOST.NAME} with description: {{ITEM.VALUE}.regsub(""(Mongo).(.*)"",""\2"")}";DISASTER;OK;06/01/2020 11:50
;;;;
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;06/01/2020 11:50
